date,channel,campaign_name,campaign_variant,impressions,clicks,ctr,bounces,bounce_rate,sessions_avg_duration_sec,conversions,conversion_rate,revenue,spend,cpa,roas,avg_order_value,new_customers,returning_customers
2025-03-30,Email,Weekly Newsletter,N/A,1225,39,0.03199,22,0.5641,64,3,0.09713,178.8,0.0,0.0,178.8,59.6,1,1
2025-03-30,Email,Flash Sale,Variant_A,1036,31,0.03046,10,0.3226,43,2,0.07156,254.36,0.0,0.0,254.36,127.18,0,1
2025-03-30,Email,Re-engagement,N/A,1181,42,0.03602,20,0.4762,174,4,0.11045,302.08,0.0,0.0,302.08,75.52,2,2
2025-03-30,Email,Product Launch,Variant_A,898,21,0.02359,11,0.5238,124,1,0.05827,74.69,0.0,0.0,74.69,74.69,0,0
2025-03-30,Google Ads,Brand Search,N/A,7462,172,0.02318,96,0.5581,34,8,0.04721,867.04,251.53,31.44,3.45,108.38,3,4
2025-03-30,Google Ads,Shopping Ads,N/A,9948,240,0.02421,116,0.4833,68,5,0.02353,647.05,343.51,68.7,1.88,129.41,2,2
2025-03-30,Google Ads,Retargeting,N/A,9130,352,0.03866,168,0.4773,110,15,0.04358,1078.05,397.21,26.48,2.71,71.87,7,9
2025-03-30,Facebook Ads,Lookalike Prospecting,N/A,3557,40,0.01139,13,0.325,237,1,0.02831,64.27,54.54,54.54,1.18,64.27,0,0
2025-03-30,Facebook Ads,Retargeting,N/A,5241,70,0.01349,27,0.3857,57,2,0.02958,283.68,79.21,39.6,3.58,141.84,0,0
2025-03-30,Facebook Ads,Dynamic Product Ads,N/A,4735,42,0.00898,20,0.4762,213,0,0.02322,0.0,61.64,61.64,0.0,100.99,0,0
2025-03-30,Facebook Ads,Brand Awareness,N/A,2488,27,0.01102,13,0.4815,122,0,0.03434,0.0,32.73,32.73,0.0,134.78,0,0
2025-03-30,Facebook Ads,Lead Gen,Control,3599,47,0.01327,29,0.617,558,1,0.02889,52.41,57.87,57.87,0.91,52.41,0,0
2025-03-30,Instagram Ads,Stories Ads,N/A,3429,51,0.01494,23,0.451,23,1,0.02449,39.57,61.27,61.27,0.65,39.57,0,0
2025-03-30,Instagram Ads,Reels Ads,N/A,7074,113,0.01608,36,0.3186,68,1,0.0141,59.25,109.54,109.54,0.54,59.25,0,0
2025-03-30,Instagram Ads,Shopping Ads,N/A,6048,104,0.01722,49,0.4712,123,1,0.01497,162.09,99.98,99.98,1.62,162.09,0,0
2025-03-30,Display,Programmatic RTB,N/A,23748,78,0.0033,24,0.3077,120,0,0.00899,0.0,121.17,121.17,0.0,88.36,0,0
2025-03-30,Display,Retargeting Banner,Variant_B,13081,47,0.00365,23,0.4894,147,0,0.00962,0.0,76.4,76.4,0.0,113.43,0,0
2025-03-30,TikTok Ads,Spark Ads,N/A,11976,231,0.01932,70,0.303,92,3,0.01704,121.68,131.88,43.96,0.92,40.56,1,1
2025-03-30,TikTok Ads,TopView,N/A,13797,267,0.01942,157,0.588,30,5,0.01902,223.2,159.1,31.82,1.4,44.64,1,2
2025-03-30,Newsletter,Monthly Digest,N/A,1242,38,0.03136,23,0.6053,34,4,0.10856,133.28,0.0,0.0,133.28,33.32,1,2
2025-03-30,Newsletter,Special Offers,N/A,1412,64,0.04536,24,0.375,84,6,0.10685,217.44,0.0,0.0,217.44,36.24,1,2
2025-03-30,Newsletter,Content Roundup,N/A,1073,52,0.04928,21,0.4038,71,4,0.09142,576.6,0.0,0.0,576.6,144.15,2,2
2025-03-30,Influencer,Micro-Influencer,N/A,3587,92,0.02569,26,0.2826,155,1,0.01133,121.94,171.78,171.78,0.71,121.94,0,0
2025-03-30,Influencer,Macro-Influencer,N/A,2267,41,0.01846,22,0.5366,237,0,0.0194,0.0,122.93,122.93,0.0,104.23,0,0
2025-03-30,Influencer,UGC Campaign,N/A,3364,88,0.02639,44,0.5,115,1,0.01275,82.64,154.64,154.64,0.53,82.64,0,0
2025-03-30,Affiliate,Blog Partners,N/A,5133,169,0.03308,86,0.5089,79,8,0.0496,300.88,0.0,0.0,300.88,37.61,3,5
2025-03-30,Affiliate,Coupon Sites,N/A,3837,82,0.02157,47,0.5732,43,4,0.05678,473.68,0.0,0.0,473.68,118.42,2,2
2025-03-31,Email,Welcome Series,Control,9717,438,0.04509,143,0.3265,62,24,0.05682,2628.24,0.0,0.0,2628.24,109.51,11,11
2025-03-31,Google Ads,Brand Search,N/A,7474,157,0.02105,97,0.6178,159,6,0.04165,540.72,315.87,52.65,1.71,90.12,2,3
2025-03-31,Google Ads,Generic Search,N/A,10322,213,0.02068,113,0.5305,54,4,0.02323,184.76,393.0,98.25,0.47,46.19,1,2
2025-03-31,Google Ads,Performance Max,N/A,9052,252,0.02791,81,0.3214,33,10,0.04266,617.2,303.46,30.35,2.03,61.72,3,4
2025-03-31,Facebook Ads,Lookalike Prospecting,N/A,7544,98,0.01302,26,0.2653,45,1,0.02015,105.49,104.95,104.95,1.01,105.49,0,0
2025-03-31,Facebook Ads,Dynamic Product Ads,Variant_A,9973,105,0.01054,33,0.3143,258,2,0.02054,272.16,139.93,69.97,1.94,136.08,0,0
2025-03-31,Facebook Ads,Lead Gen,Variant_A,6931,109,0.01576,58,0.5321,78,1,0.0168,119.49,90.3,90.3,1.32,119.49,0,0
2025-03-31,Instagram Ads,Stories Ads,N/A,18120,259,0.01434,96,0.3707,134,5,0.01945,269.5,329.55,65.91,0.82,53.9,1,3
2025-03-31,Display,Programmatic RTB,N/A,31754,118,0.00373,30,0.2542,281,1,0.0103,131.77,154.66,154.66,0.85,131.77,0,0
2025-03-31,Display,Retargeting Banner,Control,28273,84,0.00299,22,0.2619,131,0,0.01071,0.0,153.8,153.8,0.0,78.11,0,0
2025-03-31,TikTok Ads,In-Feed Ads,N/A,9759,136,0.01394,86,0.6324,32,2,0.01977,193.18,113.24,56.62,1.71,96.59,0,0
2025-03-31,TikTok Ads,Spark Ads,N/A,12540,235,0.01881,132,0.5617,95,4,0.0188,390.68,156.23,39.06,2.5,97.67,1,1
2025-03-31,TikTok Ads,TopView,N/A,9139,129,0.0142,73,0.5659,145,2,0.01624,211.78,123.34,61.67,1.72,105.89,0,1
2025-03-31,Newsletter,Monthly Digest,N/A,2780,125,0.04514,59,0.472,242,14,0.11959,969.08,0.0,0.0,969.08,69.22,4,5
2025-03-31,Newsletter,Special Offers,N/A,1688,53,0.03196,21,0.3962,200,4,0.09224,429.92,0.0,0.0,429.92,107.48,1,1
2025-03-31,Influencer,Macro-Influencer,N/A,5964,138,0.02323,85,0.6159,162,3,0.02257,301.59,342.22,114.07,0.88,100.53,1,1
2025-03-31,Influencer,UGC Campaign,N/A,4389,75,0.01714,27,0.36,43,1,0.02105,69.18,235.7,235.7,0.29,69.18,0,0
2025-03-31,Affiliate,Blog Partners,N/A,7557,233,0.03088,143,0.6137,51,11,0.05063,1537.47,0.0,0.0,1537.47,139.77,2,3
2025-03-31,Affiliate,Cashback Sites,N/A,6180,210,0.03401,68,0.3238,88,9,0.04633,1332.0,0.0,0.0,1332.0,148.0,2,5
2025-04-01,Email,Welcome Series,Variant_B,2396,106,0.04456,59,0.5566,197,10,0.09776,890.6,0.0,0.0,890.6,89.06,5,5
2025-04-01,Email,Weekly Newsletter,N/A,2536,110,0.04358,32,0.2909,150,10,0.09541,1272.8,0.0,0.0,1272.8,127.28,3,5
2025-04-01,Email,Flash Sale,Control,3058,84,0.0277,45,0.5357,59,6,0.07505,276.06,0.0,0.0,276.06,46.01,2,2
2025-04-01,Google Ads,Brand Search,N/A,18141,427,0.02357,140,0.3279,102,16,0.03946,1433.28,645.12,40.32,2.22,89.58,7,8
2025-04-01,Google Ads,Performance Max,N/A,16761,428,0.02555,157,0.3668,61,12,0.02999,750.24,731.64,60.97,1.03,62.52,6,6
2025-04-01,Facebook Ads,Lookalike Prospecting,Control,6833,76,0.01122,25,0.3289,167,1,0.0261,108.51,101.19,101.19,1.07,108.51,0,0
2025-04-01,Facebook Ads,Dynamic Product Ads,Variant_B,10547,144,0.0137,70,0.4861,97,3,0.02148,314.34,151.27,50.42,2.08,104.78,1,1
2025-04-01,Facebook Ads,Brand Awareness,N/A,6132,73,0.01192,24,0.3288,119,1,0.01711,74.86,90.49,90.49,0.83,74.86,0,0
2025-04-01,Instagram Ads,Reels Ads,N/A,15984,232,0.01457,105,0.4526,214,4,0.02022,287.64,224.16,56.04,1.28,71.91,1,2
2025-04-01,Display,Programmatic RTB,N/A,32086,171,0.00535,97,0.5673,150,1,0.01008,122.25,178.97,178.97,0.68,122.25,0,0
2025-04-01,Display,Retargeting Banner,Control,27107,84,0.00313,36,0.4286,349,0,0.0096,0.0,150.88,150.88,0.0,79.08,0,0
2025-04-01,TikTok Ads,In-Feed Ads,N/A,15326,261,0.01704,154,0.59,25,3,0.01385,164.46,192.08,64.03,0.86,54.82,1,1
2025-04-01,TikTok Ads,Spark Ads,N/A,10423,156,0.01506,42,0.2692,40,3,0.02059,318.39,143.48,47.83,2.22,106.13,1,1
2025-04-01,TikTok Ads,TopView,N/A,13950,187,0.01346,108,0.5775,96,1,0.00973,91.55,144.73,144.73,0.63,91.55,0,0
2025-04-01,Newsletter,Monthly Digest,N/A,2129,101,0.04776,55,0.5446,151,6,0.06916,396.84,0.0,0.0,396.84,66.14,2,3
2025-04-01,Newsletter,Special Offers,N/A,1931,91,0.04714,58,0.6374,18,7,0.08609,859.67,0.0,0.0,859.67,122.81,2,2
2025-04-01,Influencer,Micro-Influencer,N/A,6482,130,0.0202,34,0.2615,114,2,0.01565,137.3,348.85,174.43,0.39,68.65,0,1
2025-04-01,Influencer,UGC Campaign,N/A,4979,87,0.01756,26,0.2989,78,2,0.02478,179.36,259.77,129.88,0.69,89.68,1,1
2025-04-01,Affiliate,Blog Partners,N/A,8909,229,0.02577,100,0.4367,81,12,0.05553,1454.4,0.0,0.0,1454.4,121.2,4,5
2025-04-01,Affiliate,Coupon Sites,N/A,8256,253,0.03069,108,0.4269,129,8,0.03311,542.48,0.0,0.0,542.48,67.81,2,4
2025-04-02,Email,Welcome Series,Variant_B,2113,89,0.04232,32,0.3596,13,5,0.06592,210.55,0.0,0.0,210.55,42.11,2,1
2025-04-02,Email,Cart Abandonment,N/A,1025,32,0.03209,16,0.5,144,3,0.11078,131.7,0.0,0.0,131.7,43.9,1,1
2025-04-02,Email,Weekly Newsletter,N/A,2282,88,0.03862,24,0.2727,40,8,0.10162,356.64,0.0,0.0,356.64,44.58,3,4
2025-04-02,Email,Flash Sale,N/A,1165,30,0.02604,9,0.3,144,3,0.10433,420.21,0.0,0.0,420.21,140.07,1,1
2025-04-02,Email,Product Launch,N/A,1565,48,0.03087,20,0.4167,95,2,0.04994,104.12,0.0,0.0,104.12,52.06,0,1
2025-04-02,Google Ads,Brand Search,N/A,7531,227,0.03027,88,0.3877,59,9,0.04376,1245.42,268.78,29.86,4.63,138.38,2,5
2025-04-02,Google Ads,Generic Search,N/A,6107,138,0.02272,75,0.5435,40,3,0.02571,224.7,215.85,71.95,1.04,74.9,0,1
2025-04-02,Google Ads,Shopping Ads,N/A,7079,199,0.02812,75,0.3769,157,8,0.04061,905.68,239.14,29.89,3.79,113.21,3,4
2025-04-02,Google Ads,Performance Max,N/A,4256,135,0.0318,57,0.4222,81,4,0.03055,336.16,147.28,36.82,2.28,84.04,1,2
2025-04-02,Google Ads,Retargeting,N/A,5765,179,0.03106,83,0.4637,63,7,0.04412,380.1,251.66,35.95,1.51,54.3,3,3
2025-04-02,Facebook Ads,Retargeting,Variant_A,8556,87,0.01026,26,0.2989,111,1,0.01637,152.18,137.27,137.27,1.11,152.18,0,0
2025-04-02,Facebook Ads,Brand Awareness,N/A,5596,61,0.01103,36,0.5902,129,1,0.02936,83.74,86.97,86.97,0.96,83.74,0,0
2025-04-02,Facebook Ads,Lead Gen,N/A,6662,75,0.01134,46,0.6133,61,2,0.02762,308.14,93.85,46.92,3.28,154.07,0,0
2025-04-02,Instagram Ads,Stories Ads,N/A,6052,98,0.01625,63,0.6429,45,1,0.01224,111.06,108.36,108.36,1.02,111.06,0,0
2025-04-02,Instagram Ads,Reels Ads,N/A,5753,82,0.01441,38,0.4634,166,1,0.02274,75.71,80.07,80.07,0.95,75.71,0,0
2025-04-02,Instagram Ads,Shopping Ads,N/A,6650,113,0.01713,55,0.4867,257,3,0.02752,264.42,121.25,40.42,2.18,88.14,1,1
2025-04-02,Instagram Ads,Influencer Collab,N/A,4020,55,0.01371,19,0.3455,67,1,0.02036,152.29,64.03,64.03,2.38,152.29,0,0
2025-04-02,Display,Programmatic RTB,N/A,28268,151,0.00536,80,0.5298,123,1,0.00681,57.31,134.72,134.72,0.43,57.31,0,0
2025-04-02,Display,Retargeting Banner,Control,26107,102,0.00394,65,0.6373,81,1,0.01011,95.4,158.9,158.9,0.6,95.4,0,0
2025-04-02,TikTok Ads,Spark Ads,N/A,35325,528,0.01497,318,0.6023,237,5,0.01027,577.55,468.7,93.74,1.23,115.51,2,2
2025-04-02,Newsletter,Monthly Digest,N/A,1713,66,0.0386,34,0.5152,100,9,0.13902,1203.3,0.0,0.0,1203.3,133.7,2,4
2025-04-02,Newsletter,Special Offers,N/A,1512,64,0.04295,33,0.5156,48,6,0.10915,362.04,0.0,0.0,362.04,60.34,1,2
2025-04-02,Newsletter,Content Roundup,N/A,1297,54,0.04183,33,0.6111,120,4,0.08115,414.8,0.0,0.0,414.8,103.7,2,1
2025-04-02,Influencer,Micro-Influencer,N/A,4705,88,0.01886,36,0.4091,104,0,0.01125,0.0,248.2,248.2,0.0,71.58,0,0
2025-04-02,Influencer,Macro-Influencer,N/A,2502,53,0.02151,21,0.3962,48,0,0.01169,0.0,139.53,139.53,0.0,39.55,0,0
2025-04-02,Influencer,UGC Campaign,N/A,4649,89,0.01925,42,0.4719,156,1,0.01349,81.08,203.03,203.03,0.4,81.08,0,0
2025-04-02,Affiliate,Blog Partners,N/A,6272,176,0.02815,103,0.5852,191,5,0.02879,313.25,0.0,0.0,313.25,62.65,2,1
2025-04-02,Affiliate,Cashback Sites,N/A,6534,261,0.03997,66,0.2529,434,10,0.04141,1255.8,0.0,0.0,1255.8,125.58,3,4
2025-04-02,Affiliate,Coupon Sites,N/A,5315,158,0.0299,102,0.6456,177,5,0.03542,446.5,0.0,0.0,446.5,89.3,2,3
2025-04-03,Email,Welcome Series,Control,2607,103,0.03966,41,0.3981,106,5,0.05413,610.65,0.0,0.0,610.65,122.13,2,2
2025-04-03,Email,Cart Abandonment,Variant_A,2897,111,0.03859,31,0.2793,55,7,0.0691,408.38,0.0,0.0,408.38,58.34,2,2
2025-04-03,Email,Re-engagement,N/A,1727,60,0.03506,15,0.25,210,6,0.1019,693.78,0.0,0.0,693.78,115.63,2,2
2025-04-03,Google Ads,Brand Search,N/A,4594,107,0.0234,46,0.4299,25,4,0.03752,528.04,163.27,40.82,3.23,132.01,1,1
2025-04-03,Google Ads,Generic Search,N/A,7234,209,0.0289,133,0.6364,48,5,0.0273,229.4,298.78,59.76,0.77,45.88,2,1
2025-04-03,Google Ads,Shopping Ads,N/A,8528,324,0.03803,146,0.4506,88,11,0.0357,617.21,304.42,27.67,2.03,56.11,5,5
2025-04-03,Google Ads,Performance Max,N/A,6100,201,0.0331,93,0.4627,90,8,0.04272,674.4,253.92,31.74,2.66,84.3,3,2
2025-04-03,Google Ads,Retargeting,N/A,6843,168,0.02468,99,0.5893,133,4,0.02681,544.24,240.7,60.17,2.26,136.06,1,1
2025-04-03,Facebook Ads,Lookalike Prospecting,N/A,6281,55,0.00885,17,0.3091,34,1,0.02014,61.03,81.05,81.05,0.75,61.03,0,0
2025-04-03,Facebook Ads,Retargeting,Variant_B,5419,61,0.01127,28,0.459,83,1,0.02191,101.04,78.32,78.32,1.29,101.04,0,0
2025-04-03,Facebook Ads,Brand Awareness,Variant_A,4812,66,0.0139,22,0.3333,65,2,0.03291,193.26,57.53,28.77,3.36,96.63,0,0
2025-04-03,Facebook Ads,Lead Gen,N/A,6364,100,0.01578,54,0.54,23,2,0.02798,284.5,87.55,43.77,3.25,142.25,0,0
2025-04-03,Instagram Ads,Shopping Ads,N/A,9372,128,0.01376,71,0.5547,86,3,0.02554,152.28,140.58,46.86,1.08,50.76,0,1
2025-04-03,Instagram Ads,Influencer Collab,N/A,13035,162,0.01247,91,0.5617,51,2,0.01566,244.34,198.52,99.26,1.23,122.17,0,0
2025-04-03,Display,Programmatic RTB,Control,14840,62,0.0042,27,0.4355,394,0,0.00913,0.0,74.35,74.35,0.0,62.67,0,0
2025-04-03,Display,Premium Placement,N/A,12407,37,0.00299,17,0.4595,123,0,0.01053,0.0,58.79,58.79,0.0,74.91,0,0
2025-04-03,Display,Retargeting Banner,Variant_B,17393,53,0.00305,26,0.4906,25,0,0.0061,0.0,102.8,102.8,0.0,127.44,0,0
2025-04-03,TikTok Ads,In-Feed Ads,N/A,15188,344,0.0227,167,0.4855,167,7,0.02069,987.42,176.35,25.19,5.6,141.06,3,4
2025-04-03,TikTok Ads,Spark Ads,N/A,9697,134,0.01388,56,0.4179,132,1,0.01261,127.2,126.68,126.68,1.0,127.2,0,0
2025-04-03,TikTok Ads,TopView,N/A,8573,139,0.01623,72,0.518,21,2,0.01944,216.38,93.91,46.95,2.3,108.19,1,1
2025-04-03,Newsletter,Content Roundup,N/A,3978,226,0.05686,127,0.5619,79,25,0.11219,1242.5,0.0,0.0,1242.5,49.7,6,8
2025-04-03,Influencer,Micro-Influencer,N/A,6339,121,0.01917,36,0.2975,94,2,0.02381,92.12,348.7,174.35,0.26,46.06,0,0
2025-04-03,Influencer,UGC Campaign,N/A,6672,173,0.02594,74,0.4277,164,3,0.02308,400.05,335.71,111.9,1.19,133.35,1,1
2025-04-03,Affiliate,Blog Partners,N/A,9520,348,0.03666,116,0.3333,73,11,0.03321,1614.14,0.0,0.0,1614.14,146.74,4,6
2025-04-03,Affiliate,Coupon Sites,N/A,8118,201,0.02488,68,0.3383,230,10,0.05467,531.3,0.0,0.0,531.3,53.13,2,4
2025-04-04,Email,Weekly Newsletter,N/A,2132,96,0.04521,58,0.6042,49,9,0.09884,932.67,0.0,0.0,932.67,103.63,3,4
2025-04-04,Email,Flash Sale,N/A,2330,74,0.03201,36,0.4865,99,6,0.08928,561.54,0.0,0.0,561.54,93.59,2,2
2025-04-04,Email,Re-engagement,N/A,2100,50,0.02402,21,0.42,136,5,0.10739,195.7,0.0,0.0,195.7,39.14,1,2
2025-04-04,Email,Product Launch,Variant_B,2111,69,0.03315,28,0.4058,155,6,0.09314,767.76,0.0,0.0,767.76,127.96,1,2
2025-04-04,Google Ads,Brand Search,N/A,13560,366,0.02705,133,0.3634,115,17,0.04675,2137.07,568.64,33.45,3.76,125.71,4,6
2025-04-04,Google Ads,Performance Max,N/A,14939,412,0.0276,154,0.3738,108,11,0.02694,1339.03,574.32,52.21,2.33,121.73,4,6
2025-04-04,Facebook Ads,Lookalike Prospecting,Variant_B,5153,44,0.00868,20,0.4545,44,1,0.0309,44.47,82.04,82.04,0.54,44.47,0,0
2025-04-04,Facebook Ads,Dynamic Product Ads,Control,7332,88,0.01207,55,0.625,137,2,0.02607,132.7,110.22,55.11,1.2,66.35,1,1
2025-04-04,Facebook Ads,Brand Awareness,N/A,7097,69,0.00973,22,0.3188,155,1,0.02266,115.13,91.5,91.5,1.26,115.13,0,0
2025-04-04,Facebook Ads,Lead Gen,N/A,5949,59,0.01,27,0.4576,59,1,0.03191,108.87,75.45,75.45,1.44,108.87,0,0
2025-04-04,Instagram Ads,Stories Ads,N/A,5607,74,0.01334,31,0.4189,390,1,0.01781,80.73,83.1,83.1,0.97,80.73,0,0
2025-04-04,Instagram Ads,Reels Ads,N/A,8255,142,0.01729,63,0.4437,109,2,0.01967,187.46,112.82,56.41,1.66,93.73,0,0
2025-04-04,Instagram Ads,Influencer Collab,N/A,6001,111,0.01864,32,0.2883,16,2,0.02699,79.12,100.47,50.23,0.79,39.56,0,0
2025-04-04,Display,Programmatic RTB,Variant_B,40616,156,0.00387,48,0.3077,130,1,0.00698,143.48,208.9,208.9,0.69,143.48,0,0
2025-04-04,TikTok Ads,Spark Ads,N/A,14177,183,0.01292,105,0.5738,26,3,0.01818,284.73,186.91,62.3,1.52,94.91,1,1
2025-04-04,TikTok Ads,TopView,N/A,16717,257,0.01541,79,0.3074,63,4,0.01647,160.6,191.42,47.85,0.84,40.15,2,1
2025-04-04,Newsletter,Monthly Digest,N/A,1132,36,0.0325,18,0.5,95,3,0.08839,207.27,0.0,0.0,207.27,69.09,1,1
2025-04-04,Newsletter,Special Offers,N/A,1185,38,0.03224,9,0.2368,73,3,0.09395,280.44,0.0,0.0,280.44,93.48,0,1
2025-04-04,Newsletter,Content Roundup,N/A,1280,45,0.03555,11,0.2444,43,3,0.07834,154.5,0.0,0.0,154.5,51.5,1,1
2025-04-04,Influencer,Micro-Influencer,N/A,2638,68,0.02578,31,0.4559,234,1,0.01848,58.73,123.17,123.17,0.48,58.73,0,0
2025-04-04,Influencer,Macro-Influencer,N/A,2424,48,0.02019,12,0.25,163,0,0.01567,0.0,131.33,131.33,0.0,45.84,0,0
2025-04-04,Influencer,UGC Campaign,N/A,3035,53,0.0177,25,0.4717,51,0,0.01646,0.0,171.21,171.21,0.0,103.5,0,0
2025-04-04,Affiliate,Blog Partners,N/A,4002,97,0.02443,55,0.567,26,4,0.05082,331.48,0.0,0.0,331.48,82.87,1,2
2025-04-04,Affiliate,Cashback Sites,N/A,4011,132,0.03309,57,0.4318,30,6,0.05249,391.56,0.0,0.0,391.56,65.26,3,2
2025-04-04,Affiliate,Coupon Sites,N/A,5104,128,0.02519,49,0.3828,130,4,0.03272,293.6,0.0,0.0,293.6,73.4,1,1
2025-04-05,Email,Cart Abandonment,Variant_A,2300,67,0.02938,33,0.4925,29,6,0.10273,207.06,0.0,0.0,207.06,34.51,1,3
2025-04-05,Email,Re-engagement,N/A,2078,71,0.0345,19,0.2676,213,4,0.06631,361.92,0.0,0.0,361.92,90.48,1,2
2025-04-05,Google Ads,Brand Search,N/A,5210,121,0.02332,50,0.4132,91,4,0.03343,178.64,205.53,51.38,0.87,44.66,1,1
2025-04-05,Google Ads,Generic Search,N/A,6704,176,0.02634,85,0.483,106,4,0.02311,174.28,260.71,65.18,0.67,43.57,1,2
2025-04-05,Google Ads,Shopping Ads,N/A,6588,218,0.03314,57,0.2615,21,6,0.03187,540.24,224.42,37.4,2.41,90.04,1,3
2025-04-05,Google Ads,Retargeting,N/A,7173,207,0.02895,69,0.3333,140,7,0.03561,801.22,264.89,37.84,3.02,114.46,2,2
2025-04-05,Facebook Ads,Lookalike Prospecting,N/A,2930,23,0.00809,9,0.3913,12,0,0.02883,0.0,40.64,40.64,0.0,47.88,0,0
2025-04-05,Facebook Ads,Retargeting,N/A,3466,52,0.01508,24,0.4615,51,1,0.02626,54.83,44.81,44.81,1.22,54.83,0,0
2025-04-05,Facebook Ads,Dynamic Product Ads,Control,2820,31,0.01131,16,0.5161,52,0,0.02097,0.0,36.04,36.04,0.0,61.59,0,0
2025-04-05,Facebook Ads,Brand Awareness,N/A,4454,41,0.00922,16,0.3902,132,0,0.01588,0.0,63.91,63.91,0.0,114.67,0,0
2025-04-05,Facebook Ads,Lead Gen,Control,3137,47,0.01501,28,0.5957,132,0,0.01693,0.0,43.95,43.95,0.0,39.34,0,0
2025-04-05,Instagram Ads,Stories Ads,N/A,4308,63,0.01484,25,0.3968,179,0,0.01399,0.0,63.94,63.94,0.0,107.47,0,0
2025-04-05,Instagram Ads,Shopping Ads,N/A,4315,69,0.01619,35,0.5072,124,0,0.0122,0.0,67.94,67.94,0.0,166.19,0,0
2025-04-05,Instagram Ads,Influencer Collab,N/A,3997,77,0.01927,23,0.2987,153,1,0.01353,132.7,70.44,70.44,1.88,132.7,0,0
2025-04-05,Display,Programmatic RTB,Variant_A,15321,64,0.00422,28,0.4375,59,0,0.00992,0.0,95.65,95.65,0.0,49.35,0,0
2025-04-05,Display,Premium Placement,N/A,8465,36,0.0043,12,0.3333,97,0,0.00528,0.0,47.63,47.63,0.0,39.28,0,0
2025-04-05,Display,Retargeting Banner,N/A,11494,41,0.00364,15,0.3659,79,0,0.00615,0.0,72.65,72.65,0.0,125.3,0,0
2025-04-05,TikTok Ads,In-Feed Ads,N/A,8622,161,0.01868,75,0.4658,184,2,0.01795,248.1,95.9,47.95,2.59,124.05,1,1
2025-04-05,TikTok Ads,Spark Ads,N/A,8286,124,0.01499,77,0.621,65,2,0.01961,174.62,108.58,54.29,1.61,87.31,0,1
2025-04-05,TikTok Ads,TopView,N/A,10351,155,0.01502,66,0.4258,30,2,0.01439,200.06,109.19,54.59,1.83,100.03,0,0
2025-04-05,Newsletter,Monthly Digest,N/A,1650,80,0.04861,46,0.575,398,6,0.08289,245.22,0.0,0.0,245.22,40.87,3,2
2025-04-05,Newsletter,Content Roundup,N/A,1970,108,0.05514,68,0.6296,13,13,0.12263,733.33,0.0,0.0,733.33,56.41,3,7
2025-04-05,Influencer,Micro-Influencer,N/A,2956,80,0.02727,28,0.35,128,1,0.02019,83.16,142.55,142.55,0.58,83.16,0,0
2025-04-05,Influencer,Macro-Influencer,N/A,2384,50,0.02123,13,0.26,113,0,0.01852,0.0,123.46,123.46,0.0,98.34,0,0
2025-04-05,Influencer,UGC Campaign,N/A,2331,62,0.02663,23,0.371,56,1,0.01682,86.99,112.07,112.07,0.78,86.99,0,0
2025-04-05,Affiliate,Blog Partners,N/A,4536,168,0.03716,97,0.5774,65,7,0.04323,542.78,0.0,0.0,542.78,77.54,2,4
2025-04-05,Affiliate,Cashback Sites,N/A,3768,95,0.02525,28,0.2947,163,3,0.03655,139.38,0.0,0.0,139.38,46.46,0,1
2025-04-05,Affiliate,Coupon Sites,N/A,4132,124,0.03001,76,0.6129,71,6,0.05139,554.52,0.0,0.0,554.52,92.42,1,2
2025-04-06,Email,Weekly Newsletter,Variant_A,2475,73,0.02961,24,0.3288,44,7,0.10844,769.3,0.0,0.0,769.3,109.9,2,4
2025-04-06,Email,Flash Sale,Variant_B,2258,86,0.03849,27,0.314,476,5,0.06928,376.5,0.0,0.0,376.5,75.3,1,1
2025-04-06,Email,Re-engagement,Variant_B,1263,35,0.02815,16,0.4571,110,3,0.09278,394.59,0.0,0.0,394.59,131.53,1,1
2025-04-06,Google Ads,Brand Search,N/A,6484,162,0.02501,92,0.5679,64,7,0.04816,850.71,280.37,40.05,3.03,121.53,2,4
2025-04-06,Google Ads,Generic Search,N/A,4950,124,0.02505,57,0.4597,27,4,0.0329,166.0,215.79,53.95,0.77,41.5,1,1
2025-04-06,Google Ads,Performance Max,N/A,5331,132,0.02494,71,0.5379,32,6,0.04757,444.42,231.78,38.63,1.92,74.07,2,2
2025-04-06,Google Ads,Retargeting,N/A,6785,241,0.03556,83,0.3444,34,11,0.04781,774.62,286.68,26.06,2.7,70.42,5,6
2025-04-06,Facebook Ads,Lookalike Prospecting,N/A,2871,29,0.01019,13,0.4483,60,0,0.02043,0.0,44.31,44.31,0.0,37.81,0,0
2025-04-06,Facebook Ads,Retargeting,N/A,3825,50,0.01329,15,0.3,61,0,0.01953,0.0,52.63,52.63,0.0,65.39,0,0
2025-04-06,Facebook Ads,Dynamic Product Ads,Variant_B,3300,34,0.01034,13,0.3824,234,0,0.01985,0.0,43.04,43.04,0.0,116.44,0,0
2025-04-06,Facebook Ads,Brand Awareness,N/A,4866,54,0.01113,23,0.4259,35,1,0.01927,60.65,66.0,66.0,0.92,60.65,0,0
2025-04-06,Instagram Ads,Reels Ads,N/A,15638,300,0.01922,126,0.42,293,7,0.02618,1102.85,271.49,38.78,4.06,157.55,2,3
2025-04-06,Display,Programmatic RTB,Variant_B,17089,71,0.00417,19,0.2676,59,0,0.00563,0.0,99.61,99.61,0.0,153.8,0,0
